,playerId,gameweek,teamId,position,playerPoints,gw,first_name,second_name,web_name,draft_rank,deadline,name,month,monthlyPoints,played,short_name,bought,sold
23,486,2,15606,9,3,2,Pedro,Lomba Neto,Neto,177,2022-08-13T10:00:00Z,Nicolaj,August,5,True,Neto,1.0,4.0
24,255,2,15606,10,2,2,Jamie,Vardy,Vardy,9,2022-08-13T10:00:00Z,Nicolaj,August,7,True,Vardy,1.0,7.0
25,356,2,15606,11,2,2,Callum,Wilson,Wilson,35,2022-08-13T10:00:00Z,Nicolaj,August,8,True,Wilson,1.0,5.0
26,81,2,15606,12,7,2,David,Raya Martin,Raya,427,2022-08-13T10:00:00Z,Nicolaj,August,9,False,Raya,1.0,16.0
27,139,2,15606,13,0,2,Ben,Chilwell,Chilwell,96,2022-08-13T10:00:00Z,Nicolaj,August,9,False,Chilwell,1.0,5.0
28,145,2,15606,14,1,2,Kai,Havertz,Havertz,22,2022-08-13T10:00:00Z,Nicolaj,August,3,False,Havertz,1.0,5.0
29,429,2,15606,15,0,2,Matt,Doherty,Doherty,250,2022-08-13T10:00:00Z,Nicolaj,August,1,False,Doherty,1.0,3.0
30,15,3,15606,1,6,3,Aaron,Ramsdale,Ramsdale,214,2022-08-20T10:00:00Z,Nicolaj,August,13,True,Ramsdale,1.0,7.0
31,284,3,15606,2,1,3,Andrew,Robertson,Robertson,40,2022-08-20T10:00:00Z,Nicolaj,August,4,True,Robertson,1.0,22.0
32,85,3,15606,3,1,3,Rico,Henry,Henry,418,2022-08-20T10:00:00Z,Nicolaj,August,1,True,Henry,3.0,4.0
33,308,3,15606,4,1,3,Nathan,Aké,Aké,265,2022-08-20T10:00:00Z,Nicolaj,August,1,True,Aké,3.0,4.0
34,26,3,15606,5,14,3,William,Saliba,Saliba,543,2022-08-20T10:00:00Z,Nicolaj,August,14,True,Saliba,3.0,
35,139,3,15606,6,1,3,Ben,Chilwell,Chilwell,96,2022-08-20T10:00:00Z,Nicolaj,August,10,True,Chilwell,1.0,5.0
36,283,3,15606,7,8,3,Mohamed,Salah,Salah,1,2022-08-20T10:00:00Z,Nicolaj,August,22,True,Salah,1.0,22.0
37,13,3,15606,8,3,3,Bukayo,Saka,Saka,16,2022-08-20T10:00:00Z,Nicolaj,August,11,True,Saka,1.0,9.0
38,142,3,15606,9,2,3,Mason,Mount,Mount,18,2022-08-20T10:00:00Z,Nicolaj,August,7,True,Mount,1.0,5.0
39,145,3,15606,10,2,3,Kai,Havertz,Havertz,22,2022-08-20T10:00:00Z,Nicolaj,August,5,True,Havertz,1.0,5.0
40,255,3,15606,11,2,3,Jamie,Vardy,Vardy,9,2022-08-20T10:00:00Z,Nicolaj,August,9,True,Vardy,1.0,7.0
41,81,3,15606,12,3,3,David,Raya Martin,Raya,427,2022-08-20T10:00:00Z,Nicolaj,August,12,False,Raya,1.0,16.0
42,303,3,15606,13,0,3,Riyad,Mahrez,Mahrez,20,2022-08-20T10:00:00Z,Nicolaj,August,4,False,Mahrez,1.0,4.0
43,356,3,15606,14,6,3,Callum,Wilson,Wilson,35,2022-08-20T10:00:00Z,Nicolaj,August,14,False,Wilson,1.0,5.0
44,486,3,15606,15,2,3,Pedro,Lomba Neto,Neto,177,2022-08-20T10:00:00Z,Nicolaj,August,7,False,Neto,1.0,4.0
45,15,4,15606,1,2,4,Aaron,Ramsdale,Ramsdale,214,2022-08-27T10:00:00Z,Nicolaj,August,15,True,Ramsdale,1.0,7.0
46,284,4,15606,2,9,4,Andrew,Robertson,Robertson,40,2022-08-27T10:00:00Z,Nicolaj,August,13,True,Robertson,1.0,22.0
47,430,4,15606,3,6,4,Eric,Dier,Dier,216,2022-08-27T10:00:00Z,Nicolaj,August,6,True,Dier,4.0,15.0
48,26,4,15606,4,7,4,William,Saliba,Saliba,543,2022-08-27T10:00:00Z,Nicolaj,August,21,True,Saliba,3.0,
49,106,4,15606,5,7,4,Lewis,Dunk,Dunk,431,2022-08-27T10:00:00Z,Nicolaj,August,7,True,Dunk,4.0,6.0
50,283,4,15606,6,3,4,Mohamed,Salah,Salah,1,2022-08-27T10:00:00Z,Nicolaj,August,25,True,Salah,1.0,22.0
51,13,4,15606,7,5,4,Bukayo,Saka,Saka,16,2022-08-27T10:00:00Z,Nicolaj,August,16,True,Saka,1.0,9.0
52,300,4,15606,8,4,4,Ilkay,Gündogan,Gündogan,33,2022-08-27T10:00:00Z,Nicolaj,August,4,True,Gündogan,4.0,9.0
53,142,4,15606,9,1,4,Mason,Mount,Mount,18,2022-08-27T10:00:00Z,Nicolaj,August,8,True,Mount,1.0,5.0
54,145,4,15606,10,1,4,Kai,Havertz,Havertz,22,2022-08-27T10:00:00Z,Nicolaj,August,6,True,Havertz,1.0,5.0
55,255,4,15606,11,5,4,Jamie,Vardy,Vardy,9,2022-08-27T10:00:00Z,Nicolaj,August,14,True,Vardy,1.0,7.0
56,81,4,15606,12,6,4,David,Raya Martin,Raya,427,2022-08-27T10:00:00Z,Nicolaj,August,18,False,Raya,1.0,16.0
57,139,4,15606,13,1,4,Ben,Chilwell,Chilwell,96,2022-08-27T10:00:00Z,Nicolaj,August,11,False,Chilwell,1.0,5.0
58,356,4,15606,14,0,4,Callum,Wilson,Wilson,35,2022-08-27T10:00:00Z,Nicolaj,August,14,False,Wilson,1.0,5.0
59,340,4,15606,15,3,4,Jadon,Sancho,Sancho,34,2022-08-27T10:00:00Z,Nicolaj,August,3,False,Sancho,4.0,7.0
60,15,5,15606,1,2,5,Aaron,Ramsdale,Ramsdale,214,2022-08-30T17:00:00Z,Nicolaj,August,17,True,Ramsdale,1.0,7.0
61,284,5,15606,2,2,5,Andrew,Robertson,Robertson,40,2022-08-30T17:00:00Z,Nicolaj,August,15,True,Robertson,1.0,22.0
62,430,5,15606,3,3,5,Eric,Dier,Dier,216,2022-08-30T17:00:00Z,Nicolaj,August,9,True,Dier,4.0,15.0
63,26,5,15606,4,1,5,William,Saliba,Saliba,543,2022-08-30T17:00:00Z,Nicolaj,August,22,True,Saliba,3.0,
64,106,5,15606,5,-1,5,Lewis,Dunk,Dunk,431,2022-08-30T17:00:00Z,Nicolaj,August,6,True,Dunk,4.0,6.0
65,302,5,15606,6,10,5,John,Stones,Stones,153,2022-08-30T17:00:00Z,Nicolaj,August,10,True,Stones,5.0,9.0
66,283,5,15606,7,10,5,Mohamed,Salah,Salah,1,2022-08-30T17:00:00Z,Nicolaj,August,35,True,Salah,1.0,22.0
67,13,5,15606,8,5,5,Bukayo,Saka,Saka,16,2022-08-30T17:00:00Z,Nicolaj,August,21,True,Saka,1.0,9.0
68,300,5,15606,9,3,5,Ilkay,Gündogan,Gündogan,33,2022-08-30T17:00:00Z,Nicolaj,August,7,True,Gündogan,4.0,9.0
69,486,5,15606,10,3,5,Pedro,Lomba Neto,Neto,177,2022-08-30T17:00:00Z,Nicolaj,August,10,True,Neto,5.0,7.0
70,103,5,15606,11,1,5,Danny,Welbeck,Welbeck,62,2022-08-30T17:00:00Z,Nicolaj,August,1,True,Welbeck,5.0,6.0
71,81,5,15606,12,3,5,David,Raya Martin,Raya,427,2022-08-30T17:00:00Z,Nicolaj,August,21,False,Raya,1.0,16.0
72,319,5,15606,13,12,5,Julián,Álvarez,Álvarez,66,2022-08-30T17:00:00Z,Nicolaj,August,12,False,Álvarez,5.0,7.0
73,340,5,15606,14,10,5,Jadon,Sancho,Sancho,34,2022-08-30T17:00:00Z,Nicolaj,August,13,False,Sancho,4.0,7.0
74,255,5,15606,15,2,5,Jamie,Vardy,Vardy,9,2022-08-30T17:00:00Z,Nicolaj,August,16,False,Vardy,1.0,7.0
75,81,6,15606,1,2,6,David,Raya Martin,Raya,427,2022-09-03T10:00:00Z,Nicolaj,September,2,True,Raya,1.0,16.0
76,284,6,15606,2,1,6,Andrew,Robertson,Robertson,40,2022-09-03T10:00:00Z,Nicolaj,September,1,True,Robertson,1.0,22.0
77,302,6,15606,3,2,6,John,Stones,Stones,153,2022-09-03T10:00:00Z,Nicolaj,September,2,True,Stones,5.0,9.0
78,430,6,15606,4,2,6,Eric,Dier,Dier,216,2022-09-03T10:00:00Z,Nicolaj,September,2,True,Dier,4.0,15.0
79,586,6,15606,5,1,6,Pervis,Estupiñán,Estupiñán,412,2022-09-03T10:00:00Z,Nicolaj,September,1,True,Estupiñán,6.0,8.0
80,283,6,15606,6,3,6,Mohamed,Salah,Salah,1,2022-09-03T10:00:00Z,Nicolaj,September,3,True,Salah,1.0,22.0
81,13,6,15606,7,7,6,Bukayo,Saka,Saka,16,2022-09-03T10:00:00Z,Nicolaj,September,7,True,Saka,1.0,9.0
82,300,6,15606,8,2,6,Ilkay,Gündogan,Gündogan,33,2022-09-03T10:00:00Z,Nicolaj,September,2,True,Gündogan,4.0,9.0
83,486,6,15606,9,3,6,Pedro,Lomba Neto,Neto,177,2022-09-03T10:00:00Z,Nicolaj,September,3,True,Neto,5.0,7.0
84,255,6,15606,10,1,6,Jamie,Vardy,Vardy,9,2022-09-03T10:00:00Z,Nicolaj,September,1,True,Vardy,1.0,7.0
85,318,6,15606,11,9,6,Erling,Haaland,Haaland,5,2022-09-03T10:00:00Z,Nicolaj,September,9,True,Haaland,6.0,15.0
86,15,6,15606,12,2,6,Aaron,Ramsdale,Ramsdale,214,2022-09-03T10:00:00Z,Nicolaj,September,2,False,Ramsdale,1.0,7.0
87,319,6,15606,13,0,6,Julián,Álvarez,Álvarez,66,2022-09-03T10:00:00Z,Nicolaj,September,0,False,Álvarez,5.0,7.0
88,340,6,15606,14,2,6,Jadon,Sancho,Sancho,34,2022-09-03T10:00:00Z,Nicolaj,September,2,False,Sancho,4.0,7.0
89,26,6,15606,15,0,6,William,Saliba,Saliba,543,2022-09-03T10:00:00Z,Nicolaj,September,0,False,Saliba,3.0,
90,376,7,15606,1,0,7,Nick,Pope,Pope,219,2022-09-10T10:00:00Z,Nicolaj,September,0,True,Pope,7.0,
91,284,7,15606,2,0,7,Andrew,Robertson,Robertson,40,2022-09-10T10:00:00Z,Nicolaj,September,1,True,Robertson,1.0,22.0
92,26,7,15606,3,0,7,William,Saliba,Saliba,543,2022-09-10T10:00:00Z,Nicolaj,September,0,True,Saliba,3.0,
93,586,7,15606,4,0,7,Pervis,Estupiñán,Estupiñán,412,2022-09-10T10:00:00Z,Nicolaj,September,1,True,Estupiñán,6.0,8.0
94,283,7,15606,5,0,7,Mohamed,Salah,Salah,1,2022-09-10T10:00:00Z,Nicolaj,September,3,True,Salah,1.0,22.0
95,13,7,15606,6,0,7,Bukayo,Saka,Saka,16,2022-09-10T10:00:00Z,Nicolaj,September,7,True,Saka,1.0,9.0
96,300,7,15606,7,0,7,Ilkay,Gündogan,Gündogan,33,2022-09-10T10:00:00Z,Nicolaj,September,2,True,Gündogan,4.0,9.0
97,609,7,15606,8,0,7,Antony Matheus,dos Santos,Antony,30,2022-09-10T10:00:00Z,Nicolaj,September,0,True,Antony,7.0,19.0
98,111,7,15606,9,0,7,Leandro,Trossard,Trossard,56,2022-09-10T10:00:00Z,Nicolaj,September,0,True,Trossard,7.0,8.0
99,594,7,15606,10,0,7,Alexander,Isak,Isak,39,2022-09-10T10:00:00Z,Nicolaj,September,0,True,Isak,7.0,9.0
100,318,7,15606,11,0,7,Erling,Haaland,Haaland,5,2022-09-10T10:00:00Z,Nicolaj,September,9,True,Haaland,6.0,15.0
101,81,7,15606,12,0,7,David,Raya Martin,Raya,427,2022-09-10T10:00:00Z,Nicolaj,September,2,False,Raya,1.0,16.0
102,302,7,15606,13,0,7,John,Stones,Stones,153,2022-09-10T10:00:00Z,Nicolaj,September,2,False,Stones,5.0,9.0
103,454,7,15606,14,0,7,Richarlison,de Andrade,Richarlison,14,2022-09-10T10:00:00Z,Nicolaj,September,0,False,Richarlison,7.0,10.0
104,430,7,15606,15,0,7,Eric,Dier,Dier,216,2022-09-10T10:00:00Z,Nicolaj,September,2,False,Dier,4.0,15.0
105,376,8,15606,1,2,8,Nick,Pope,Pope,219,2022-09-16T17:30:00Z,Nicolaj,September,2,True,Pope,7.0,
106,302,8,15606,2,6,8,John,Stones,Stones,153,2022-09-16T17:30:00Z,Nicolaj,September,8,True,Stones,5.0,9.0
107,26,8,15606,3,15,8,William,Saliba,Saliba,543,2022-09-16T17:30:00Z,Nicolaj,September,15,True,Saliba,3.0,
108,430,8,15606,4,7,8,Eric,Dier,Dier,216,2022-09-16T17:30:00Z,Nicolaj,September,9,True,Dier,4.0,15.0
109,295,8,15606,5,1,8,Neco,Williams,N.Williams,714,2022-09-16T17:30:00Z,Nicolaj,September,1,True,N.Williams,8.0,9.0
110,13,8,15606,6,9,8,Bukayo,Saka,Saka,16,2022-09-16T17:30:00Z,Nicolaj,September,16,True,Saka,1.0,9.0
111,300,8,15606,7,1,8,Ilkay,Gündogan,Gündogan,33,2022-09-16T17:30:00Z,Nicolaj,September,3,True,Gündogan,4.0,9.0
112,45,8,15606,8,3,8,Leon,Bailey,Bailey,274,2022-09-16T17:30:00Z,Nicolaj,September,3,True,Bailey,8.0,9.0
113,454,8,15606,9,1,8,Richarlison,de Andrade,Richarlison,14,2022-09-16T17:30:00Z,Nicolaj,September,1,True,Richarlison,7.0,10.0
114,594,8,15606,10,9,8,Alexander,Isak,Isak,39,2022-09-16T17:30:00Z,Nicolaj,September,9,True,Isak,7.0,9.0
115,318,8,15606,11,6,8,Erling,Haaland,Haaland,5,2022-09-16T17:30:00Z,Nicolaj,September,15,True,Haaland,6.0,15.0
116,81,8,15606,12,2,8,David,Raya Martin,Raya,427,2022-09-16T17:30:00Z,Nicolaj,September,4,False,Raya,1.0,16.0
117,284,8,15606,13,0,8,Andrew,Robertson,Robertson,40,2022-09-16T17:30:00Z,Nicolaj,September,1,False,Robertson,1.0,22.0
118,283,8,15606,14,0,8,Mohamed,Salah,Salah,1,2022-09-16T17:30:00Z,Nicolaj,September,3,False,Salah,1.0,22.0
119,609,8,15606,15,0,8,Antony Matheus,dos Santos,Antony,30,2022-09-16T17:30:00Z,Nicolaj,September,0,False,Antony,7.0,19.0
120,81,9,15606,1,6,9,David,Raya Martin,Raya,427,2022-10-01T10:00:00Z,Nicolaj,October,6,True,Raya,1.0,16.0
121,292,9,15606,2,0,9,Konstantinos,Tsimikas,Tsimikas,475,2022-10-01T10:00:00Z,Nicolaj,October,0,True,Tsimikas,9.0,10.0
122,430,9,15606,3,0,9,Eric,Dier,Dier,216,2022-10-01T10:00:00Z,Nicolaj,October,0,True,Dier,4.0,15.0
123,26,9,15606,4,1,9,William,Saliba,Saliba,543,2022-10-01T10:00:00Z,Nicolaj,October,1,True,Saliba,3.0,
124,283,9,15606,5,5,9,Mohamed,Salah,Salah,1,2022-10-01T10:00:00Z,Nicolaj,October,5,True,Salah,1.0,22.0
125,264,9,15606,6,8,9,Harvey,Barnes,Barnes,45,2022-10-01T10:00:00Z,Nicolaj,October,8,True,Barnes,9.0,16.0
126,580,9,15606,7,3,9,Mikkel,Damsgaard,Damsgaard,120,2022-10-01T10:00:00Z,Nicolaj,October,3,True,Damsgaard,9.0,11.0
127,508,9,15606,8,-2,9,Luis,Sinisterra Lucumí,Sinisterra,67,2022-10-01T10:00:00Z,Nicolaj,October,-2,True,Sinisterra,9.0,10.0
128,454,9,15606,9,5,9,Richarlison,de Andrade,Richarlison,14,2022-10-01T10:00:00Z,Nicolaj,October,5,True,Richarlison,7.0,10.0
129,356,9,15606,10,6,9,Callum,Wilson,Wilson,35,2022-10-01T10:00:00Z,Nicolaj,October,6,True,Wilson,9.0,25.0
130,318,9,15606,11,23,9,Erling,Haaland,Haaland,5,2022-10-01T10:00:00Z,Nicolaj,October,23,True,Haaland,6.0,15.0
131,376,9,15606,12,2,9,Nick,Pope,Pope,219,2022-10-01T10:00:00Z,Nicolaj,October,2,False,Pope,7.0,
132,609,9,15606,13,7,9,Antony Matheus,dos Santos,Antony,30,2022-10-01T10:00:00Z,Nicolaj,October,7,False,Antony,7.0,19.0
133,463,9,15606,14,0,9,Vladimir,Coufal,Coufal,447,2022-10-01T10:00:00Z,Nicolaj,October,0,False,Coufal,9.0,10.0
134,284,9,15606,15,0,9,Andrew,Robertson,Robertson,40,2022-10-01T10:00:00Z,Nicolaj,October,0,False,Robertson,1.0,22.0
135,376,10,15606,1,2,10,Nick,Pope,Pope,219,2022-10-08T12:30:00Z,Nicolaj,October,4,True,Pope,7.0,
136,26,10,15606,2,1,10,William,Saliba,Saliba,543,2022-10-08T12:30:00Z,Nicolaj,October,2,True,Saliba,3.0,
137,258,10,15606,3,7,10,Timothy,Castagne,Castagne,444,2022-10-08T12:30:00Z,Nicolaj,October,7,True,Castagne,10.0,21.0
138,430,10,15606,4,6,10,Eric,Dier,Dier,216,2022-10-08T12:30:00Z,Nicolaj,October,6,True,Dier,4.0,15.0
139,283,10,15606,5,2,10,Mohamed,Salah,Salah,1,2022-10-08T12:30:00Z,Nicolaj,October,7,True,Salah,1.0,22.0
140,264,10,15606,6,2,10,Harvey,Barnes,Barnes,45,2022-10-08T12:30:00Z,Nicolaj,October,10,True,Barnes,9.0,16.0
141,465,10,15606,7,7,10,Jarrod,Bowen,Bowen,13,2022-10-08T12:30:00Z,Nicolaj,October,7,True,Bowen,10.0,20.0
142,609,10,15606,8,8,10,Antony Matheus,dos Santos,Antony,30,2022-10-08T12:30:00Z,Nicolaj,October,15,True,Antony,7.0,19.0
143,580,10,15606,9,1,10,Mikkel,Damsgaard,Damsgaard,120,2022-10-08T12:30:00Z,Nicolaj,October,4,True,Damsgaard,9.0,11.0
144,356,10,15606,10,5,10,Callum,Wilson,Wilson,35,2022-10-08T12:30:00Z,Nicolaj,October,11,True,Wilson,9.0,25.0
145,318,10,15606,11,6,10,Erling,Haaland,Haaland,5,2022-10-08T12:30:00Z,Nicolaj,October,29,True,Haaland,6.0,15.0
146,81,10,15606,12,0,10,David,Raya Martin,Raya,427,2022-10-08T12:30:00Z,Nicolaj,October,6,False,Raya,1.0,16.0
147,617,10,15606,13,0,10,Pierre-Emerick,Aubameyang,Aubameyang,10,2022-10-08T12:30:00Z,Nicolaj,October,0,False,Aubameyang,10.0,17.0
148,128,10,15606,14,0,10,Thiago,Emiliano da Silva,Thiago Silva,116,2022-10-08T12:30:00Z,Nicolaj,October,0,False,Thiago Silva,10.0,15.0
149,284,10,15606,15,0,10,Andrew,Robertson,Robertson,40,2022-10-08T12:30:00Z,Nicolaj,October,0,False,Robertson,1.0,22.0
150,81,11,15606,1,10,11,David,Raya Martin,Raya,427,2022-10-14T17:30:00Z,Nicolaj,October,16,True,Raya,1.0,16.0
151,430,11,15606,2,6,11,Eric,Dier,Dier,216,2022-10-14T17:30:00Z,Nicolaj,October,12,True,Dier,4.0,15.0
152,128,11,15606,3,7,11,Thiago,Emiliano da Silva,Thiago Silva,116,2022-10-14T17:30:00Z,Nicolaj,October,7,True,Thiago Silva,10.0,15.0
153,26,11,15606,4,5,11,William,Saliba,Saliba,543,2022-10-14T17:30:00Z,Nicolaj,October,7,True,Saliba,3.0,
154,111,11,15606,5,2,11,Leandro,Trossard,Trossard,56,2022-10-14T17:30:00Z,Nicolaj,October,2,True,Trossard,11.0,19.0
155,264,11,15606,6,3,11,Harvey,Barnes,Barnes,45,2022-10-14T17:30:00Z,Nicolaj,October,13,True,Barnes,9.0,16.0
156,283,11,15606,7,8,11,Mohamed,Salah,Salah,1,2022-10-14T17:30:00Z,Nicolaj,October,15,True,Salah,1.0,22.0
157,609,11,15606,8,3,11,Antony Matheus,dos Santos,Antony,30,2022-10-14T17:30:00Z,Nicolaj,October,18,True,Antony,7.0,19.0
158,465,11,15606,9,2,11,Jarrod,Bowen,Bowen,13,2022-10-14T17:30:00Z,Nicolaj,October,9,True,Bowen,10.0,20.0
159,617,11,15606,10,1,11,Pierre-Emerick,Aubameyang,Aubameyang,10,2022-10-14T17:30:00Z,Nicolaj,October,1,True,Aubameyang,10.0,17.0
160,318,11,15606,11,2,11,Erling,Haaland,Haaland,5,2022-10-14T17:30:00Z,Nicolaj,October,31,True,Haaland,6.0,15.0
161,376,11,15606,12,6,11,Nick,Pope,Pope,219,2022-10-14T17:30:00Z,Nicolaj,October,10,False,Pope,7.0,
162,258,11,15606,13,6,11,Timothy,Castagne,Castagne,444,2022-10-14T17:30:00Z,Nicolaj,October,13,False,Castagne,10.0,21.0
163,356,11,15606,14,2,11,Callum,Wilson,Wilson,35,2022-10-14T17:30:00Z,Nicolaj,October,13,False,Wilson,9.0,25.0
164,284,11,15606,15,6,11,Andrew,Robertson,Robertson,40,2022-10-14T17:30:00Z,Nicolaj,October,6,False,Robertson,1.0,22.0
165,376,12,15606,1,6,12,Nick,Pope,Pope,219,2022-10-18T17:00:00Z,Nicolaj,October,16,True,Pope,7.0,
166,284,12,15606,2,1,12,Andrew,Robertson,Robertson,40,2022-10-18T17:00:00Z,Nicolaj,October,7,True,Robertson,1.0,22.0
167,430,12,15606,3,1,12,Eric,Dier,Dier,216,2022-10-18T17:00:00Z,Nicolaj,October,13,True,Dier,4.0,15.0
168,258,12,15606,4,6,12,Timothy,Castagne,Castagne,444,2022-10-18T17:00:00Z,Nicolaj,October,19,True,Castagne,10.0,21.0
169,283,12,15606,5,3,12,Mohamed,Salah,Salah,1,2022-10-18T17:00:00Z,Nicolaj,October,18,True,Salah,1.0,22.0
170,264,12,15606,6,8,12,Harvey,Barnes,Barnes,45,2022-10-18T17:00:00Z,Nicolaj,October,21,True,Barnes,9.0,16.0
171,111,12,15606,7,3,12,Leandro,Trossard,Trossard,56,2022-10-18T17:00:00Z,Nicolaj,October,5,True,Trossard,11.0,19.0
172,465,12,15606,8,0,12,Jarrod,Bowen,Bowen,13,2022-10-18T17:00:00Z,Nicolaj,October,9,True,Bowen,10.0,20.0
173,609,12,15606,9,3,12,Antony Matheus,dos Santos,Antony,30,2022-10-18T17:00:00Z,Nicolaj,October,21,True,Antony,7.0,19.0
174,617,12,15606,10,1,12,Pierre-Emerick,Aubameyang,Aubameyang,10,2022-10-18T17:00:00Z,Nicolaj,October,2,True,Aubameyang,10.0,17.0
175,356,12,15606,11,2,12,Callum,Wilson,Wilson,35,2022-10-18T17:00:00Z,Nicolaj,October,15,True,Wilson,9.0,25.0
176,81,12,15606,12,10,12,David,Raya Martin,Raya,427,2022-10-18T17:00:00Z,Nicolaj,October,26,False,Raya,1.0,16.0
177,128,12,15606,13,0,12,Thiago,Emiliano da Silva,Thiago Silva,116,2022-10-18T17:00:00Z,Nicolaj,October,7,False,Thiago Silva,10.0,15.0
178,318,12,15606,14,0,12,Erling,Haaland,Haaland,5,2022-10-18T17:00:00Z,Nicolaj,October,31,False,Haaland,6.0,15.0
179,26,12,15606,15,0,12,William,Saliba,Saliba,543,2022-10-18T17:00:00Z,Nicolaj,October,7,False,Saliba,3.0,
180,81,13,15606,1,2,13,David,Raya Martin,Raya,427,2022-10-22T10:00:00Z,Nicolaj,October,28,True,Raya,1.0,16.0
181,26,13,15606,2,2,13,William,Saliba,Saliba,543,2022-10-22T10:00:00Z,Nicolaj,October,9,True,Saliba,3.0,
182,258,13,15606,3,12,13,Timothy,Castagne,Castagne,444,2022-10-22T10:00:00Z,Nicolaj,October,31,True,Castagne,10.0,21.0
183,284,13,15606,4,2,13,Andrew,Robertson,Robertson,40,2022-10-22T10:00:00Z,Nicolaj,October,9,True,Robertson,1.0,22.0
184,430,13,15606,5,1,13,Eric,Dier,Dier,216,2022-10-22T10:00:00Z,Nicolaj,October,14,True,Dier,4.0,15.0
185,465,13,15606,6,3,13,Jarrod,Bowen,Bowen,13,2022-10-22T10:00:00Z,Nicolaj,October,12,True,Bowen,10.0,20.0
186,264,13,15606,7,8,13,Harvey,Barnes,Barnes,45,2022-10-22T10:00:00Z,Nicolaj,October,29,True,Barnes,9.0,16.0
187,283,13,15606,8,2,13,Mohamed,Salah,Salah,1,2022-10-22T10:00:00Z,Nicolaj,October,20,True,Salah,1.0,22.0
188,609,13,15606,9,1,13,Antony Matheus,dos Santos,Antony,30,2022-10-22T10:00:00Z,Nicolaj,October,22,True,Antony,7.0,19.0
189,318,13,15606,10,13,13,Erling,Haaland,Haaland,5,2022-10-22T10:00:00Z,Nicolaj,October,44,True,Haaland,6.0,15.0
